product_name,image_address,product_category,product_price,product_quantity
Navratri Dance Set , https://img.freepik.com/premium-vector/dandiya-night-dancing-couples-navratri- , Special Sections (Seasonal & Occasional) , 799 , 1 set
Diwali Rangoli , https://i.ytimg.com/vi/pZcGIpn40O4/maxresdefault.jpg , Special Sections (Seasonal & Occasional) , 299 , 1 set
Gifts for Teachers Day , https://m.media-amazon.com/images/I/61WW6iUAmlL._AC_UF10001000_QL80_.jpg , Special Sections (Seasonal & Occasional) , 199 , 1 pcs
Beyond The Browser , https://www.shutterstock.com/image-photo/business-man-holding-mobile-phone-600nw-2486967517.jpg , Books & Media , 399 , 1 pcs
The Python CookBook , https://m.media-amazon.com/images/I/61XwDCQIQvL._AC_UF10001000_QL80_.jpg , Books & Media , 299 , 1 pcs
Brahmastra for C Programming , https://c8.alamy.com/comp/EW3WFE/programming-concept-future-technology-smart-glass-blue-touchscreen-EW3WFE.jpg , Books & Media , 299 , 1 pcs
Fiction Novel , https://5.imimg.com/data5/SELLER/Default/2022/10/HT/OG/KO/19351533/english-fiction-books.jpg , Books & Media , 299 , 1 pcs
Children's Storybook , https://m.media-amazon.com/images/I/913Xkzwq8JL.jpg , Books & Media , 199 , 1 pcs
Cookbook , https://images.unsplash.com/photo-1542010589005-d1eacc3918f2?fm=jpg&q=60&w=3000&ixlib=rb-4. , Books & Media , 399 , 1 pcs
Educational Book , ttps://media.gettyimages.com/id/eds005/vector/school-books.jpg?s=1024x1024&w=gi&k=20&c=TqO7AvU7jFwP , Books & Media , 299 , 1 pcs
Biographies , https://c8.alamy.com/comp/2RGMFRF/rows-of-biography-books-on-a-bookshelf-in-a-bookstore-2RGMFRF.jpg , Books & Media , 499 , 1 pcs
Science Fiction , https://images.gr-assets.com/misc/1687810621-1687810621_goodreads_misc.png , Books & Media , 599 , 1 pcs
Art Book , https://d1e8vjamx1ssze.cloudfront.net/product-images/artbooks-21.webp , Books & Media , 799 , 1 pcs
Comic Book , https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYDTDgupH3L8FiUSNFXMDwqqbdxvL9vs1g3g&s , Books & Media , 199 , 1 pcs
Notebook , https://5.imimg.com/data5/HK/LF/MY-17842015/school-note-book.jpg , Books & Media , 49 , 1 pcs
Textbook , https://media.istockphoto.com/id/1322530406/photo/stack-of-hardcover-text-books- , Books & Media , 499 , 1 pcs
Magazine , https://cdn.britannica.com/92/191792-050-E1931160/Magazines-display-magazines-Canada-store-Toronto-Ontario.jpg , Books & Media , 99 , 1 issue
Puzzle Book , https://m.media-amazon.com/images/I/81NiOMMePjL._AC_UF10001000_QL80_.jpg , Books & Media , 249 , 1 pcs
Poetry Book , https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUwNT2dFNyMnlmKcabDnzZKmEkpd-JbVMbBA&s , Books & Media , 399 , 1 pcs
Travel Guide , https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpHuS0pCpPmZoeZq4gSBz-_8nnrAF5oAHJzQ&s , Books & Media , 699 , 1 pcs
Art Supplies , https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3VEH4Q4Voomihk9gXYY2OXL_ZA1LN1UC6FA&s , Books & Media , 499 , 1 set
Music Album , ttps://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTwhNtFmogjztdjbFborQVvrdty2RfIJLmpw&s , Books & Media , 299 , 1 pcs
Movie DVD , https://media.istockphoto.com/id/531785406/photo/movies-in-bluray-and-dvd-stacks.jpg?s=612x , Books & Media , 599 , 1 pcs
Audio Book , ttps://media.gettyimages.com/id/184597525/photo/cd.jpg?s=612x612&w=gi&k=20&c=ILnhvuyOqjUjjT6T7MojN89x1WsBOiwu , Books & Media , 399 , 1 pcs
Journal , https://cdn-icons-png.flaticon.com/512/413/413841.png , Books & Media , 199 , 1 pcs
Self-Help Book , https://helios-i.mashable.com/imagery/articles/00Z8W8Xypn5aiD85AbLnEKk/hero-image.f , Books & Media , 349 , 1 pcs
Historical Book , https://t4.ftcdn.net/jpg/00/49/71/35/360_F_49713581_8kDklyvFqPNaAP4CUlS5gpCcXKgZGQwE.jpg , Books & Media , 449 , 1 pcs
Fantasy Novel , https://media.istockphoto.com/id/1412637153/photo/magic-book-with-open-pages-and-abstract-lights-s , Books & Media , 549 , 1 pcs
Programming Guide , https://m.media-amazon.com/images/I/61xko29jy6L._AC_UF10001000_QL80_.jpg , Books & Media , 699 , 1 pcs
Language Learning Book , https://media.gettyimages.com/id/73213655/photo/student-with-dictionary-and-textbook , Books & Media , 599 , 1 pcs
Photography Book , https://www.simimaging.co.uk/storage/pages/wedding-photo-books-for-photographers , Books & Media , 799 , 1 pcs
 , https://images.squarespace-cdn.com/content/v1/5824673c2e69cfc8ac1e3cd3/c79a4da2-b027-4dda-a1be-b3f314572f3f/Copy+of+0971-SKennedy-BobBooks-309.jpeg , Books & Media , 800 , 2 pcs
